,challenge,steps,kappa
45,expletive_it_object_raising,125000,0.9324296567772095
46,expletive_it_object_raising,90000,0.9282026423256854
47,expletive_it_object_raising,165000,0.9162347762469494
48,expletive_it_object_raising,50000,0.9396971545762332
49,expletive_it_object_raising,140000,0.9220339341732504
50,expletive_it_object_raising,115000,0.9241099302156313
51,expletive_it_object_raising,170000,0.9167505173955344
52,expletive_it_object_raising,25000,0.9379934366052648
53,expletive_it_object_raising,30000,0.952253199081572
54,expletive_it_object_raising,135000,0.9370892580675357
55,expletive_it_object_raising,100000,0.9130551133569127
56,expletive_it_object_raising,15000,0.9307890089646109
57,expletive_it_object_raising,40000,0.9419968325703403
58,expletive_it_object_raising,35000,0.9480450617404216
59,expletive_it_object_raising,65000,0.9237377820385972
60,expletive_it_object_raising,80000,0.9229718346513401
61,expletive_it_object_raising,105000,0.9213942964660121
62,expletive_it_object_raising,155000,0.9154662879556368
63,expletive_it_object_raising,55000,0.9313804239912614
64,expletive_it_object_raising,10000,0.9457166670281427
65,expletive_it_object_raising,70000,0.9182475041739446
66,expletive_it_object_raising,45000,0.926470588235294
67,expletive_it_object_raising,95000,0.9227047816276155
68,expletive_it_object_raising,20000,0.9391008945035487
69,expletive_it_object_raising,160000,0.9195801306351452
70,expletive_it_object_raising,150000,0.9209141063926709
71,expletive_it_object_raising,145000,0.9264545419277941
72,expletive_it_object_raising,190000,0.8983024600403785
73,expletive_it_object_raising,180000,0.9037782533718256
74,expletive_it_object_raising,200000,0.9075071903168022
75,expletive_it_object_raising,210000,0.9024837092125639
76,existential_there_subject_raising,5000,0.9561780671225947
77,existential_there_subject_raising,110000,0.8758662093527665
78,existential_there_subject_raising,60000,0.9057066030077757
79,existential_there_subject_raising,75000,0.870394165962046
80,existential_there_subject_raising,120000,0.8648342877988748
81,existential_there_subject_raising,85000,0.8549672619568196
82,existential_there_subject_raising,130000,0.8732917901989219
83,existential_there_subject_raising,125000,0.8643722703387465
84,existential_there_subject_raising,90000,0.874312851035769
85,existential_there_subject_raising,165000,0.8538326302412167
86,existential_there_subject_raising,50000,0.9145407685121623
87,existential_there_subject_raising,140000,0.851369204900312
88,existential_there_subject_raising,115000,0.8684963264408821
89,existential_there_subject_raising,170000,0.8656302817738344
90,existential_there_subject_raising,25000,0.893126426094252
91,existential_there_subject_raising,30000,0.9022878161833575
92,existential_there_subject_raising,135000,0.8589368703544571
93,existential_there_subject_raising,100000,0.8787347633662204
94,existential_there_subject_raising,15000,0.9288143904002226
95,existential_there_subject_raising,40000,0.9017174408232962
96,existential_there_subject_raising,35000,0.9103209199719966
97,existential_there_subject_raising,65000,0.9050114269835597
98,existential_there_subject_raising,80000,0.8746139840170012
99,existential_there_subject_raising,105000,0.8610852253718574
100,existential_there_subject_raising,155000,0.8488798216781898
101,existential_there_subject_raising,55000,0.897474690796137
102,existential_there_subject_raising,10000,0.9337675618520811
103,existential_there_subject_raising,70000,0.8944934846574191
104,existential_there_subject_raising,45000,0.9040123274132681
105,existential_there_subject_raising,95000,0.8680764696966835
106,existential_there_subject_raising,20000,0.9225906679046229
107,existential_there_subject_raising,160000,0.8710846872535137
108,existential_there_subject_raising,150000,0.8672641549505159
109,existential_there_subject_raising,145000,0.8532036660586465
110,existential_there_subject_raising,190000,0.8232393868757504
111,existential_there_subject_raising,180000,0.8491970955914017
112,existential_there_subject_raising,200000,0.8317117493699367
113,existential_there_subject_raising,210000,0.8594982078853045
114,left_branch_island_simple_question,5000,0.9000189296591229
115,left_branch_island_simple_question,110000,0.779856529355274
116,left_branch_island_simple_question,60000,0.8111344023258696
117,left_branch_island_simple_question,75000,0.7658354790379365
118,left_branch_island_simple_question,120000,0.77240373024735
119,left_branch_island_simple_question,85000,0.7994913249150538
120,left_branch_island_simple_question,130000,0.7725490196078431
121,left_branch_island_simple_question,125000,0.7732343881374659
122,left_branch_island_simple_question,90000,0.7966248342357714
123,left_branch_island_simple_question,165000,0.7699478722792416
124,left_branch_island_simple_question,50000,0.786889374942824
125,left_branch_island_simple_question,140000,0.7723775843361594
126,left_branch_island_simple_question,115000,0.7588444760799
127,left_branch_island_simple_question,170000,0.7730447085336093
128,left_branch_island_simple_question,25000,0.7813595813244878
129,left_branch_island_simple_question,30000,0.773367470003441
130,left_branch_island_simple_question,135000,0.7662602460352378
131,left_branch_island_simple_question,100000,0.786615671199136
132,left_branch_island_simple_question,15000,0.7627414303064778
133,left_branch_island_simple_question,40000,0.7932699016481556
134,left_branch_island_simple_question,35000,0.7929447351978187
135,left_branch_island_simple_question,65000,0.8008223075723325
136,left_branch_island_simple_question,80000,0.8205718407362457
137,left_branch_island_simple_question,105000,0.7818686544647157
138,left_branch_island_simple_question,155000,0.7912178151151068
139,left_branch_island_simple_question,55000,0.8126727429258656
140,left_branch_island_simple_question,10000,0.8145050042558188
141,left_branch_island_simple_question,70000,0.7786471836475637
142,left_branch_island_simple_question,45000,0.7730588017252573
143,left_branch_island_simple_question,95000,0.7778840718613508
144,left_branch_island_simple_question,20000,0.7837240677077908
145,left_branch_island_simple_question,160000,0.7748172803074497
146,left_branch_island_simple_question,150000,0.777830901606471
147,left_branch_island_simple_question,145000,0.7614387200600703
148,left_branch_island_simple_question,190000,0.7921877147009228
149,left_branch_island_simple_question,180000,0.7782463019559572
150,left_branch_island_simple_question,200000,0.7563087020121114
151,left_branch_island_simple_question,210000,0.773562119458562
152,wh_questions_subject_gap_long_distance,5000,0.8521527553120887
153,wh_questions_subject_gap_long_distance,110000,0.6746607176055023
154,wh_questions_subject_gap_long_distance,60000,0.8128352880347952
155,wh_questions_subject_gap_long_distance,75000,0.7437827950146857
156,wh_questions_subject_gap_long_distance,120000,0.7009404273331243
157,wh_questions_subject_gap_long_distance,85000,0.766233686340975
158,wh_questions_subject_gap_long_distance,130000,0.6683836197902688
159,wh_questions_subject_gap_long_distance,125000,0.6582072972742052
160,wh_questions_subject_gap_long_distance,90000,0.7523907103825102
161,wh_questions_subject_gap_long_distance,165000,0.6527777777777769
162,wh_questions_subject_gap_long_distance,50000,0.7174731961750255
163,wh_questions_subject_gap_long_distance,140000,0.7032042415859856
164,wh_questions_subject_gap_long_distance,115000,0.7006444069369497
165,wh_questions_subject_gap_long_distance,170000,0.6340041514386234
166,wh_questions_subject_gap_long_distance,25000,0.7479838709677434
167,wh_questions_subject_gap_long_distance,30000,0.8739919354838717
168,wh_questions_subject_gap_long_distance,135000,0.6288575286851077
169,wh_questions_subject_gap_long_distance,100000,0.7557496531645069
170,wh_questions_subject_gap_long_distance,15000,0.8892068476499224
171,wh_questions_subject_gap_long_distance,40000,0.8491575895027895
172,wh_questions_subject_gap_long_distance,35000,0.7138047138047122
173,wh_questions_subject_gap_long_distance,65000,0.7606367063610797
174,wh_questions_subject_gap_long_distance,80000,0.7227879610771663
175,wh_questions_subject_gap_long_distance,105000,0.6968029830674254
176,wh_questions_subject_gap_long_distance,155000,0.6548451117438957
177,wh_questions_subject_gap_long_distance,55000,0.7783959364812745
178,wh_questions_subject_gap_long_distance,10000,0.8144399460188948
179,wh_questions_subject_gap_long_distance,70000,0.7426485210478442
180,wh_questions_subject_gap_long_distance,45000,0.7782145035393295
181,wh_questions_subject_gap_long_distance,95000,0.7834967657535935
182,wh_questions_subject_gap_long_distance,20000,0.6262660238442257
183,wh_questions_subject_gap_long_distance,160000,0.6804154599021277
184,wh_questions_subject_gap_long_distance,150000,0.6625113016173371
185,wh_questions_subject_gap_long_distance,145000,0.6060676675876929
186,wh_questions_subject_gap_long_distance,190000,0.6235294117647054
187,wh_questions_subject_gap_long_distance,180000,0.6308077431322374
188,wh_questions_subject_gap_long_distance,200000,0.6048373583704886
189,wh_questions_subject_gap_long_distance,210000,0.6313417503396623
190,sentential_subject_island,5000,0.9013297812054567
191,sentential_subject_island,110000,0.74217525989084
192,sentential_subject_island,60000,0.7717401895700049
193,sentential_subject_island,75000,0.7397006388321009
194,sentential_subject_island,120000,0.765992923913475
195,sentential_subject_island,85000,0.7265229301157446
196,sentential_subject_island,130000,0.7489857820035808
197,sentential_subject_island,125000,0.7302943969610637
198,sentential_subject_island,90000,0.7874512234978782
199,sentential_subject_island,165000,0.71637044626044
200,sentential_subject_island,50000,0.762766723088171
201,sentential_subject_island,140000,0.7624949260279653
202,sentential_subject_island,115000,0.7151120448903578
203,sentential_subject_island,170000,0.7552244726572237
204,sentential_subject_island,25000,0.7483533690622524
205,sentential_subject_island,30000,0.7716417871215163
206,sentential_subject_island,135000,0.721150370597138
207,sentential_subject_island,100000,0.7767028716010713
208,sentential_subject_island,15000,0.8306813545491637
209,sentential_subject_island,40000,0.7583378956041824
210,sentential_subject_island,35000,0.7510325813525826
211,sentential_subject_island,65000,0.7522241994626557
212,sentential_subject_island,80000,0.7739465380923832
213,sentential_subject_island,105000,0.7323865450997337
214,sentential_subject_island,155000,0.7288131184837094
215,sentential_subject_island,55000,0.7729977116704806
216,sentential_subject_island,10000,0.8147682823329959
217,sentential_subject_island,70000,0.7709030000591043
218,sentential_subject_island,45000,0.7436379180429661
219,sentential_subject_island,95000,0.7445400855574222
220,sentential_subject_island,20000,0.7793125910588563
221,sentential_subject_island,160000,0.7394125713738208
222,sentential_subject_island,150000,0.7408272537634537
223,sentential_subject_island,145000,0.7310094264741811
224,sentential_subject_island,190000,0.7234483084861342
225,sentential_subject_island,180000,0.729059905012984
226,sentential_subject_island,200000,0.7292953011605084
227,sentential_subject_island,210000,0.7385520945658299
228,anaphor_gender_agreement,5000,0.873344951164736
229,anaphor_gender_agreement,110000,0.8302816980079798
230,anaphor_gender_agreement,60000,0.7880773296466496
231,anaphor_gender_agreement,75000,0.7717530864584421
232,anaphor_gender_agreement,120000,0.7652726297490061
233,anaphor_gender_agreement,85000,0.8108020706890763
234,anaphor_gender_agreement,130000,0.8117693981809803
235,anaphor_gender_agreement,125000,0.767404487824682
236,anaphor_gender_agreement,90000,0.8297222711526043
237,anaphor_gender_agreement,165000,0.7840631975041972
238,anaphor_gender_agreement,50000,0.8664019080620119
239,anaphor_gender_agreement,140000,0.8202276034522485
240,anaphor_gender_agreement,115000,0.7475840860513344
241,anaphor_gender_agreement,170000,0.8125446023962031
242,anaphor_gender_agreement,25000,0.9413298646035219
243,anaphor_gender_agreement,30000,0.9552041650808941
244,anaphor_gender_agreement,135000,0.7550666974994465
245,anaphor_gender_agreement,100000,0.812649412093855
246,anaphor_gender_agreement,15000,0.9815016542032932
247,anaphor_gender_agreement,40000,0.9340706627908097
248,anaphor_gender_agreement,35000,0.9246193276044025
249,anaphor_gender_agreement,65000,0.7513715324480528
250,anaphor_gender_agreement,80000,0.7616636108763765
251,anaphor_gender_agreement,105000,0.8201906096297272
252,anaphor_gender_agreement,155000,0.7499580301626717
253,anaphor_gender_agreement,55000,0.8212019859630508
254,anaphor_gender_agreement,10000,0.9660833902329089
255,anaphor_gender_agreement,70000,0.7527659935174232
256,anaphor_gender_agreement,45000,0.9080042843718991
257,anaphor_gender_agreement,95000,0.7507639086200796
258,anaphor_gender_agreement,20000,0.9419835028737704
259,anaphor_gender_agreement,160000,0.7439892003513803
260,anaphor_gender_agreement,150000,0.7992042309213128
261,anaphor_gender_agreement,145000,0.7453303028520581
262,anaphor_gender_agreement,190000,0.8100222933023162
263,anaphor_gender_agreement,180000,0.7954152366848635
264,anaphor_gender_agreement,200000,0.8066767832893664
265,anaphor_gender_agreement,210000,0.8287495290612047
266,irregular_plural_subject_verb_agreement_1,5000,0.9377058616183067
267,irregular_plural_subject_verb_agreement_1,110000,0.9114035283742333
268,irregular_plural_subject_verb_agreement_1,60000,0.8698586373365217
269,irregular_plural_subject_verb_agreement_1,75000,0.9024199843871974
270,irregular_plural_subject_verb_agreement_1,120000,0.8934753001347511
271,irregular_plural_subject_verb_agreement_1,85000,0.8726260654203104
272,irregular_plural_subject_verb_agreement_1,130000,0.8947210972017677
273,irregular_plural_subject_verb_agreement_1,125000,0.9024149328953902
274,irregular_plural_subject_verb_agreement_1,90000,0.8899919571897591
275,irregular_plural_subject_verb_agreement_1,165000,0.8811056239629887
276,irregular_plural_subject_verb_agreement_1,50000,0.8694680857480636
277,irregular_plural_subject_verb_agreement_1,140000,0.9086307402737425
278,irregular_plural_subject_verb_agreement_1,115000,0.894798537414055
279,irregular_plural_subject_verb_agreement_1,170000,0.8939743655174444
280,irregular_plural_subject_verb_agreement_1,25000,0.8870885406091845
281,irregular_plural_subject_verb_agreement_1,30000,0.8779956427015249
282,irregular_plural_subject_verb_agreement_1,135000,0.9016584002801042
283,irregular_plural_subject_verb_agreement_1,100000,0.8757763975155278
284,irregular_plural_subject_verb_agreement_1,15000,0.9263519251123836
285,irregular_plural_subject_verb_agreement_1,40000,0.8445448805573211
286,irregular_plural_subject_verb_agreement_1,35000,0.8521591196396969
287,irregular_plural_subject_verb_agreement_1,65000,0.8755696576610206
288,irregular_plural_subject_verb_agreement_1,80000,0.8805363526792762
289,irregular_plural_subject_verb_agreement_1,105000,0.8944370691771797
290,irregular_plural_subject_verb_agreement_1,155000,0.8824695155305904
291,irregular_plural_subject_verb_agreement_1,55000,0.8749600623251014
292,irregular_plural_subject_verb_agreement_1,10000,0.9537238261505058
293,irregular_plural_subject_verb_agreement_1,70000,0.8851057718392119
294,irregular_plural_subject_verb_agreement_1,45000,0.8564771554382944
295,irregular_plural_subject_verb_agreement_1,95000,0.8770463069165942
296,irregular_plural_subject_verb_agreement_1,20000,0.9270100484857005
297,irregular_plural_subject_verb_agreement_1,160000,0.8904520079033897
298,irregular_plural_subject_verb_agreement_1,150000,0.9072569445178172
299,irregular_plural_subject_verb_agreement_1,145000,0.9099434945183074
300,irregular_plural_subject_verb_agreement_1,190000,0.8681426449349261
301,irregular_plural_subject_verb_agreement_1,180000,0.8742702616718367
302,irregular_plural_subject_verb_agreement_1,200000,0.8570233620695504
303,irregular_plural_subject_verb_agreement_1,210000,0.857170874796415
304,transitive,5000,0.9307030363029638
305,transitive,110000,0.9158472684023324
306,transitive,60000,0.935278878270329
307,transitive,75000,0.9365401926967746
308,transitive,120000,0.9184236947791162
309,transitive,85000,0.924332871889366
310,transitive,130000,0.9211361979653497
311,transitive,125000,0.9291161373020421
312,transitive,90000,0.9164940444244761
313,transitive,165000,0.91127680455922
314,transitive,50000,0.9325574112367563
315,transitive,140000,0.9182339106140378
316,transitive,115000,0.9183006535947711
317,transitive,170000,0.9145785249309464
318,transitive,25000,0.9271789967738924
319,transitive,30000,0.9397419204233451
320,transitive,135000,0.9172712446503639
321,transitive,100000,0.9182068706578562
322,transitive,15000,0.9113597236146479
323,transitive,40000,0.9415483605484166
324,transitive,35000,0.9323616828933592
325,transitive,65000,0.9312516873083476
326,transitive,80000,0.9268029587014588
327,transitive,105000,0.9123520296029177
328,transitive,155000,0.9104075626691948
329,transitive,55000,0.935300733121382
330,transitive,10000,0.9437438211906297
331,transitive,70000,0.9346082849434644
332,transitive,45000,0.9387701101919338
333,transitive,95000,0.9119236791269991
334,transitive,20000,0.9227822569564669
335,transitive,160000,0.9128241488731069
336,transitive,150000,0.921189402210619
337,transitive,145000,0.9197228773138368
338,transitive,190000,0.9038102570592037
339,transitive,180000,0.9121464811005118
340,transitive,200000,0.9019755759746861
341,transitive,210000,0.9025937172162073
342,tough_vs_raising_2,5000,0.9224044588403821
343,tough_vs_raising_2,110000,0.9271856702753788
344,tough_vs_raising_2,60000,0.9182444658935732
345,tough_vs_raising_2,75000,0.9048961689939136
346,tough_vs_raising_2,120000,0.9070647588037682
347,tough_vs_raising_2,85000,0.9002846664309286
348,tough_vs_raising_2,130000,0.9260791922209178
349,tough_vs_raising_2,125000,0.9137829903733761
350,tough_vs_raising_2,90000,0.9096091600984058
351,tough_vs_raising_2,165000,0.888515792037649
352,tough_vs_raising_2,50000,0.9453284373725012
353,tough_vs_raising_2,140000,0.9233785744110264
354,tough_vs_raising_2,115000,0.9147862419922838
355,tough_vs_raising_2,170000,0.8958790235508469
356,tough_vs_raising_2,25000,0.9366364346699256
357,tough_vs_raising_2,30000,0.9564398073751844
358,tough_vs_raising_2,135000,0.8918087059305815
359,tough_vs_raising_2,100000,0.907325515951437
360,tough_vs_raising_2,15000,0.9223791008091305
361,tough_vs_raising_2,40000,0.9424393469927623
362,tough_vs_raising_2,35000,0.9481958297128306
363,tough_vs_raising_2,65000,0.9122485887790626
364,tough_vs_raising_2,80000,0.9026053243654107
365,tough_vs_raising_2,105000,0.8987435528942744
366,tough_vs_raising_2,155000,0.8962892979318476
367,tough_vs_raising_2,55000,0.933214678078052
368,tough_vs_raising_2,10000,0.9008098430223922
369,tough_vs_raising_2,70000,0.9176730004674851
370,tough_vs_raising_2,45000,0.9378791462683289
371,tough_vs_raising_2,95000,0.8846166756176154
372,tough_vs_raising_2,20000,0.9487933954982124
373,tough_vs_raising_2,160000,0.8912183544303798
374,tough_vs_raising_2,150000,0.9126414710830295
375,tough_vs_raising_2,145000,0.9031470743959605
376,tough_vs_raising_2,190000,0.8991123858954991
377,tough_vs_raising_2,180000,0.8875827782733011
378,tough_vs_raising_2,200000,0.8890578754754714
379,tough_vs_raising_2,210000,0.8946819988534433
380,wh_questions_subject_gap,5000,0.7991803250920922
381,wh_questions_subject_gap,110000,0.7988914484106029
382,wh_questions_subject_gap,60000,0.8331386617720672
383,wh_questions_subject_gap,75000,0.824903293011932
384,wh_questions_subject_gap,120000,0.8056592039800993
385,wh_questions_subject_gap,85000,0.7862505197794606
386,wh_questions_subject_gap,130000,0.8137633753289898
387,wh_questions_subject_gap,125000,0.7755960729312763
388,wh_questions_subject_gap,90000,0.7702496471400558
389,wh_questions_subject_gap,165000,0.7880640046705892
390,wh_questions_subject_gap,50000,0.82106987309454
391,wh_questions_subject_gap,140000,0.8136326179274044
392,wh_questions_subject_gap,115000,0.785865963989793
393,wh_questions_subject_gap,170000,0.7954212877387555
394,wh_questions_subject_gap,25000,0.8840176293203424
395,wh_questions_subject_gap,30000,0.8341170183385884
396,wh_questions_subject_gap,135000,0.8075845471296682
397,wh_questions_subject_gap,100000,0.8280177493119779
398,wh_questions_subject_gap,15000,0.7428270168791165
399,wh_questions_subject_gap,40000,0.8146944903546505
400,wh_questions_subject_gap,35000,0.7729575539316385
401,wh_questions_subject_gap,65000,0.7916666666666662
402,wh_questions_subject_gap,80000,0.8012158020185111
403,wh_questions_subject_gap,105000,0.7979797979797977
404,wh_questions_subject_gap,155000,0.7886893237459284
405,wh_questions_subject_gap,55000,0.8112042567660641
406,wh_questions_subject_gap,10000,0.7181208053691286
407,wh_questions_subject_gap,70000,0.7654663174886187
408,wh_questions_subject_gap,45000,0.7669504011854551
409,wh_questions_subject_gap,95000,0.8059059972756031
410,wh_questions_subject_gap,20000,0.8811511209894085
411,wh_questions_subject_gap,160000,0.7941796104822744
412,wh_questions_subject_gap,150000,0.7926584504121948
413,wh_questions_subject_gap,145000,0.7884885047983533
414,wh_questions_subject_gap,190000,0.7726970542751989
415,wh_questions_subject_gap,180000,0.7317934416841246
416,wh_questions_subject_gap,200000,0.7426494241780861
417,wh_questions_subject_gap,210000,0.7461812279752186
418,animate_subject_trans,5000,0.9785720216672575
419,animate_subject_trans,110000,0.9457909066268595
420,animate_subject_trans,60000,0.9508342413422756
421,animate_subject_trans,75000,0.9596882547072221
422,animate_subject_trans,120000,0.9388382574071733
423,animate_subject_trans,85000,0.9469213226090737
424,animate_subject_trans,130000,0.9479360393032051
425,animate_subject_trans,125000,0.9376785687967542
426,animate_subject_trans,90000,0.9427364752083052
427,animate_subject_trans,165000,0.9427950923573234
428,animate_subject_trans,50000,0.9549593815513626
429,animate_subject_trans,140000,0.9482488377012391
430,animate_subject_trans,115000,0.9520869183790533
431,animate_subject_trans,170000,0.9316836511620087
432,animate_subject_trans,25000,0.9624685674252186
433,animate_subject_trans,30000,0.9717408187582451
434,animate_subject_trans,135000,0.9488006553516117
435,animate_subject_trans,100000,0.9488586467608284
436,animate_subject_trans,15000,0.9210436459896668
437,animate_subject_trans,40000,0.9496836171837212
438,animate_subject_trans,35000,0.9664490959717554
439,animate_subject_trans,65000,0.9460528910688272
440,animate_subject_trans,80000,0.9433141006174713
441,animate_subject_trans,105000,0.9457782983061142
442,animate_subject_trans,155000,0.9413780800512638
443,animate_subject_trans,55000,0.9588778513303482
444,animate_subject_trans,10000,0.8875156519028127
445,animate_subject_trans,70000,0.9513498708095819
446,animate_subject_trans,45000,0.9551489862515382
447,animate_subject_trans,95000,0.9464973544973545
448,animate_subject_trans,20000,0.9557323088212509
449,animate_subject_trans,160000,0.9418506139040675
450,animate_subject_trans,150000,0.9415122590305073
451,animate_subject_trans,145000,0.9555820717127452
452,animate_subject_trans,190000,0.9505100369937475
453,animate_subject_trans,180000,0.9498664774378541
454,animate_subject_trans,200000,0.9502727773359445
455,animate_subject_trans,210000,0.9518946000595264
456,only_npi_licensor_present,5000,0.9429474051713496
457,only_npi_licensor_present,110000,0.41831364729152776
458,only_npi_licensor_present,60000,0.5493661848618075
459,only_npi_licensor_present,75000,0.3556029376924893
460,only_npi_licensor_present,120000,0.45470917156333995
461,only_npi_licensor_present,85000,0.5505749297321487
462,only_npi_licensor_present,130000,0.4105263157894737
463,only_npi_licensor_present,125000,0.23777107497184213
464,only_npi_licensor_present,90000,0.4804073948848089
465,only_npi_licensor_present,165000,0.24244034335777467
466,only_npi_licensor_present,50000,0.7615954415954418
467,only_npi_licensor_present,140000,0.3627128658147271
468,only_npi_licensor_present,115000,0.39915806588167885
469,only_npi_licensor_present,170000,0.4219683903082033
470,only_npi_licensor_present,25000,0.8055399600324386
471,only_npi_licensor_present,30000,0.8404199697327203
472,only_npi_licensor_present,135000,0.30231526061518
473,only_npi_licensor_present,100000,0.4337770542041756
474,only_npi_licensor_present,15000,0.7225778306110242
475,only_npi_licensor_present,40000,0.8134125153206779
476,only_npi_licensor_present,35000,0.7940846866325322
477,only_npi_licensor_present,65000,0.48887515381593016
478,only_npi_licensor_present,80000,0.510861260259417
479,only_npi_licensor_present,105000,0.31323594637517377
480,only_npi_licensor_present,155000,0.22424242424242194
481,only_npi_licensor_present,55000,0.7418584789426521
482,only_npi_licensor_present,10000,0.7261661078285366
483,only_npi_licensor_present,70000,0.5218849978070051
484,only_npi_licensor_present,45000,0.8205165858991303
485,only_npi_licensor_present,95000,0.38420452957935597
486,only_npi_licensor_present,20000,0.6547859270616692
487,only_npi_licensor_present,160000,0.35711890523007006
488,only_npi_licensor_present,150000,0.26413977537632116
489,only_npi_licensor_present,145000,0.2597618900746426
490,only_npi_licensor_present,190000,0.3508601103537819
491,only_npi_licensor_present,180000,0.35467797205510543
492,only_npi_licensor_present,200000,0.455122655122654
493,only_npi_licensor_present,210000,0.36546191752751583
494,principle_A_reconstruction,5000,0.9299021126246556
495,principle_A_reconstruction,110000,0.8862589568013962
496,principle_A_reconstruction,60000,0.8713063453936475
497,principle_A_reconstruction,75000,0.8717405613957339
498,principle_A_reconstruction,120000,0.9043727637938609
499,principle_A_reconstruction,85000,0.8847212514992278
500,principle_A_reconstruction,130000,0.8899082568807339
501,principle_A_reconstruction,125000,0.8833038522012577
502,principle_A_reconstruction,90000,0.8890434552199261
503,principle_A_reconstruction,165000,0.893629711349026
504,principle_A_reconstruction,50000,0.870441397180497
505,principle_A_reconstruction,140000,0.9040987930975942
506,principle_A_reconstruction,115000,0.8758738277919864
507,principle_A_reconstruction,170000,0.8724128246402855
508,principle_A_reconstruction,25000,0.8573355844450996
509,principle_A_reconstruction,30000,0.838976037009465
510,principle_A_reconstruction,135000,0.8723543114904795
511,principle_A_reconstruction,100000,0.89550790932225
512,principle_A_reconstruction,15000,0.8697538027902455
513,principle_A_reconstruction,40000,0.8578432581647393
514,principle_A_reconstruction,35000,0.7928571428571429
515,principle_A_reconstruction,65000,0.8426114993682114
516,principle_A_reconstruction,80000,0.8690511114101614
517,principle_A_reconstruction,105000,0.8899529025428308
518,principle_A_reconstruction,155000,0.8875771482829562
519,principle_A_reconstruction,55000,0.8617938110987986
520,principle_A_reconstruction,10000,0.8782355503119255
521,principle_A_reconstruction,70000,0.8435311655367609
522,principle_A_reconstruction,45000,0.7886128574740797
523,principle_A_reconstruction,95000,0.8841311513399621
524,principle_A_reconstruction,20000,0.8500035713435394
525,principle_A_reconstruction,160000,0.8798814699762509
526,principle_A_reconstruction,150000,0.8996066876861578
527,principle_A_reconstruction,145000,0.8943292715092049
528,principle_A_reconstruction,190000,0.8758030806944032
529,principle_A_reconstruction,180000,0.8912930118731812
530,principle_A_reconstruction,200000,0.8448719989875858
531,principle_A_reconstruction,210000,0.8709309407617439
532,sentential_negation_npi_scope,5000,0.8844165712389901
533,sentential_negation_npi_scope,110000,0.8291997540476458
534,sentential_negation_npi_scope,60000,0.8325409130939179
535,sentential_negation_npi_scope,75000,0.8412940186338305
536,sentential_negation_npi_scope,120000,0.8295754588660766
537,sentential_negation_npi_scope,85000,0.8385136134954275
538,sentential_negation_npi_scope,130000,0.8183357926025374
539,sentential_negation_npi_scope,125000,0.8046796257561465
